TOKEN,POS,NER
are,VERB,O
going,VERB,O
to,PART,O
disrupt,VERB,O
this,DET,O
again,ADV,O
?,PUNCT,O
”,PUNCT,O
 ,SPACE,O
##END,###,O
Mountz,PROPN,U-PPL
adds,VERB,O
",",PUNCT,O
“,PUNCT,O
Out,ADP,O
east,ADV,O
my,ADJ,O
sense,NOUN,O
is,VERB,O
that,ADP,O
they,PRON,O
are,VERB,O
willing,ADJ,O
to,PART,O
look,VERB,O
at,ADP,O
more,ADV,O
one,NUM,O
-,PUNCT,O
off,PART,O
type,NOUN,O
opportunities,NOUN,O
.,PUNCT,O
##END,###,O
”,PUNCT,O
Drilling,VERB,O
down,PART,O
on,ADP,O
what,NOUN,O
accounts,NOUN,O
for,ADP,O
the,DET,O
high,ADJ,O
concentration,NOUN,O
of,ADP,O
Boston,PROPN,U-GPE
area,NOUN,O
based,VERB,O
companies,NOUN,O
manufacturing,VERB,O
robots,NOUN,O
",",PUNCT,O
Mountz,PROPN,U_PPL
believes,VERB,O
it,PRON,O
’s,VERB,O
the,DET,O
combination,NOUN,O
of,ADP,O
“,PUNCT,O
technical,ADJ,O
talent,NOUN,O
”,PUNCT,O
pouring,VERB,O
out,PART,O
of,ADP,O
the,DET,O
surrounding,VERB,O
universities,NOUN,O
along,PART,O
with,ADP,O
machine,NOUN,O
shops,NOUN,O
in,ADP,O
the,DET,O
New,PROPN,B_GPE
England,PROPN,I-GPE
area,NOUN,L_GPE
##END,###,O
“,PUNCT,O
that,ADJ,O
can,VERB,O
do,VERB,O
sheet,NOUN,O
metal,NOUN,O
…,NOUN,O
or,CONJ,O
stamping,NOUN,O
of,ADP,O
parts,NOUN,O
”,PUNCT,O
or,CONJ,O
any,DET,O
necessary,ADJ,O
work,NOUN,O
need,VERB,O
to,PART,O
bring,VERB,O
the,DET,O
robots,NOUN,O
to,ADP,O
life,NOUN,O
.,PUNCT,O
##END,###,O
Make,VERB,O
sure,ADJ,O
to,PART,O
listen,VERB,O
to,ADP,O
the,DET,O
entire,ADJ,O
video,NOUN,O
for,ADP,O
additional,ADJ,O
insights,NOUN,O
and,CONJ,O
be,VERB,O
sure,ADJ,O
to,PART,O
catch,VERB,O
the,DET,O
first,ADJ,O
part,NOUN,O
of,ADP,O
this,DET,O
interview,NOUN,O
here,ADV,O
.,PUNCT,O
##END,###,O
Past,ADJ,O
episodes,NOUN,O
of,ADP,O
Founder,PROPN,O
Stories,PROPN,O
",",PUNCT,O
featuring,VERB,O
interviews,NOUN,O
with,ADP,O
Drew,PROPN,B-PPL
Houston,PROPN,L-PPL
",",PUNCT,O
Eric,PROPN,B-PPL
Ries,PROPN,L-PPL
",",PUNCT,O
Dustin,PROPN,B-PPL
Moskovitz,PROPN,L-PPL
",",PUNCT,O
and,CONJ,O
Fred,PROPN,B-PPL
Wilson,PROPN,L-PPL
are,VERB,O
here,ADV,O
.,PUNCT,O
##END,###,O
Episode,PROPN,O
III,PROPN,O
of,ADP,O
this,DET,O
interview,NOUN,O
is,VERB,O
coming,VERB,O
up,PART,O
.,PUNCT,O
##END,###,O
Disclosure,NOUN,O
##END,###,O
:,PUNCT,O
In,ADP,O
the,DET,O
second,ADJ,O
video,NOUN,O
",",PUNCT,O
Dixon,PROPN,U-PPL
mentions,VERB,O
Harvest,PROPN,B-COM
Automation,PROPN,L-COM
.,PUNCT,O
##END,###,O
He,PRON,O
says,VERB,O
Founder,NOUN,B-COM
Collective,PROPN,L-COM
(,PUNCT,O
where,ADV,O
he,PRON,O
is,VERB,O
a,DET,O
co,NOUN,O
-,PUNCT,O
founder,NOUN,O
),PUNCT,O
invested,VERB,O
in,ADP,O
the,DET,O
company,NOUN,O
.,PUNCT,O
##END,###,O
Video,NOUN,O
-,PUNCT,O
sharing,NOUN,O
startup,NOUN,O
(,PUNCT,O
and,CONJ,O
stars,NOUN,O
of,ADP,O
Bloomberg,PROPN,U-COM
’s,PROPN,O
TechStars,VERB,U-PDT
reality,NOUN,O
show,NOUN,O
),PUNCT,O
##END,###,O
Shelby.tv,NOUN,U-COM
is,VERB,O
about,ADP,O
to,PART,O
launch,VERB,O
a,DET,O
pretty,ADV,O
nifty,ADJ,O
feature,NOUN,O
called,VERB,O
“,PUNCT,O
##END,###,O
Touch,NOUN,B-PDT
Play,NOUN,L-PDT
.,PUNCT,O
”,PUNCT,O
##END,###,O
The,DET,O
new,ADJ,O
addition,NOUN,O
",",PUNCT,O
a,DET,O
gesture,NOUN,O
-,PUNCT,O
based,VERB,O
remote,ADJ,O
control,NOUN,O
that,ADJ,O
works,VERB,O
via,ADP,O
Apple,PROPN,U-COM
’s,PROPN,O
AirPlay,PROPN,U-PDT
",",PUNCT,O
will,VERB,O
be,VERB,O
shown,VERB,O
off,PART,O
at,ADP,O
next,ADJ,O
week,NOUN,O
’s,PROPN,O
CES,PROPN,U-EVT
",",PUNCT,O
with,ADP,O
its,ADJ,O
launch,NOUN,O
planned,VERB,O
for,ADP,O
the,DET,O
week,NOUN,O
following,VERB,O
.,PUNCT,O
##END,###,O
For,ADP,O
those,DET,O
unfamiliar,ADJ,O
",",PUNCT,O
Shelby.tv,PROPN,U-PDT
launched,VERB,O
in,ADP,O
October,PROPN,O
with,ADP,O
a,DET,O
service,NOUN,O
that,ADJ,O
automatically,ADV,O
pulls,VERB,O
in,ADP,O
all,ADJ,O
the,DET,O
videos,NOUN,O
your,ADJ,O
 ,SPACE,O
friends,NOUN,O
share,VERB,O
on,ADP,O
Facebook,PROPN,U-COM
",",PUNCT,O
Twitter,PROPN,U-COM
and,CONJ,O
Tumblr,PROPN,U-COM
into,ADP,O
a,DET,O
curated,ADJ,O
video,NOUN,O
channel,NOUN,O
with,ADP,O
videos,NOUN,O
you,PRON,O
can,VERB,O
watch,VERB,O
",",PUNCT,O
favorite,ADJ,O
and,CONJ,O
then,ADV,O
re,ADP,O
-,PUNCT,O
share,NOUN,O
.,PUNCT,O
##END,###,O
Says,VERB,O
Shelby.tv,PROPN,U-COM
founder,NOUN,O
Reece,PROPN,B-PPL
Pacheco,PROPN,L-PPL
",",PUNCT,O
with,ADP,O
Touch,PROPN,B-PDT
Play,PROPN,L-PDT
",",PUNCT,O
it,PRON,O
’s,VERB,O
about,ADP,O
using,VERB,O
the,DET,O
right,ADJ,O
screen,NOUN,O
for,ADP,O
the,DET,O
right,ADJ,O
thing,NOUN,O
.,PUNCT,O
##END,###,O
And,CONJ,O
the,DET,O
TV,NOUN,O
was,VERB,O
made,VERB,O
for,ADP,O
watching,VERB,O
videos,NOUN,O
!,PUNCT,O
##END,###,O
You,PRON,O
’ll,VERB,O
be,VERB,O
able,ADJ,O
to,PART,O
control,VERB,O
the,DET,O
videos,NOUN,O
on,ADP,O
your,ADJ,O
TV,NOUN,O
via,ADP,O
the,DET,O
Shelby.tv,X,B-PDT
mobile,ADJ,I-PDT
app,NOUN,L-PDT
.,PUNCT,O
##END,###,O
The,DET,O
new,ADJ,O
gestures,NOUN,O
are,VERB,O
built,VERB,O
into,ADP,O
Shelby.tv,PROPN,U-COM
’s,PROPN,O
iOS,PROPN,U-PDT
applications,NOUN,O
",",PUNCT,O
but,CONJ,O
will,VERB,O
only,ADV,O
work,VERB,O
on,ADP,O
the,DET,O
latest,ADJ,O
hardware,NOUN,O
:,PUNCT,O
the,DET,O
iPhone,PROPN,B-PDT
4S,NOUN,L-PDT
and,CONJ,O
the,DET,O
iPad,PROPN,B-PDT
2,NUM,L-PDT
.,PUNCT,O
##END,###,O
Touch,NOUN,B-PDT
Play,NOUN,L-PDT
is,VERB,O
a,DET,O
bit,NOUN,O
more,ADV,O
complex,ADJ,O
than,ADP,O
Apple,PROPN,U-COM
’s,PROPN,O
Remote,PROPN,B-PDT
app,NOUN,L-PDT
",",PUNCT,O
it,PRON,O
seems,VERB,O
.,PUNCT,O
##END,###,O
There,ADV,O
are,VERB,O
a,DET,O
number,NOUN,O
of,ADP,O
gestures,NOUN,O
included,VERB,O
",",PUNCT,O
like,ADP,O
a,DET,O
one,NUM,O
finger,NOUN,O
tap,NOUN,O
for,ADP,O
the,DET,O
video,NOUN,O
’s,NOUN,O
context,NOUN,O
",",PUNCT,O
a,DET,O
one,NUM,O
finger,NOUN,O
swipe,VERB,O
up,PART,O
for,ADP,O
a,DET,O
like,INTJ,O
",",PUNCT,O
a,DET,O
swipe,NOUN,O
down,PART,O
for,ADP,O
a,DET,O
“,PUNCT,O
watch,NOUN,O
later,ADV,O
",",PUNCT,O
”,PUNCT,O
a,DET,O
swipe,NOUN,O
left,VERB,O
or,CONJ,O
right,ADJ,O
to,PART,O
move,VERB,O
back,ADV,O
or,CONJ,O
forward,ADV,O
in,ADP,O
a,DET,O
video,NOUN,O
by,ADP,O
10,NUM,O
seconds,NOUN,O
",",PUNCT,O
a,DET,O
two,NUM,O
finger,NOUN,O
up,ADP,O
or,CONJ,O
down,ADP,O
to,PART,O
change,VERB,O
“,PUNCT,O
channels,NOUN,O
”,PUNCT,O
(,PUNCT,O
e.g.,VERB,O
your,ADJ,O
favorites,NOUN,O
queue,VERB,O
",",PUNCT,O
your,ADJ,O
“,PUNCT,O
watch,NOUN,O
later,ADV,O
”,PUNCT,O
queue,NOUN,O
",",PUNCT,O
etc,X,O
.,PUNCT,O
),PUNCT,O
",",PUNCT,O
a,DET,O
pinch,NOUN,O
to,PART,O
return,VERB,O
to,ADP,O
the,DET,O
guide,NOUN,O
",",PUNCT,O
an,DET,O
expand,NOUN,O
to,PART,O
expand,VERB,O
the,DET,O
sharing,NOUN,O
controls,NOUN,O
",",PUNCT,O
and,CONJ,O
a,DET,O
double,ADJ,O
tap,NOUN,O
to,PART,O
play,VERB,O
and,CONJ,O
pause,VERB,O
videos,NOUN,O
.,PUNCT,O
##END,###,O
Whew,INTJ,O
!,PUNCT,O
##END,###,O
The,DET,O
list,NOUN,O
seems,VERB,O
long,ADV,O
",",PUNCT,O
but,CONJ,O
like,INTJ,O
all,DET,O
iOS,ADJ,U-COM
gestures,NOUN,O
",",PUNCT,O
it,PRON,O
’s,ADV,O
easier,ADJ,O
to,PART,O
get,VERB,O
the,DET,O
hang,NOUN,O
of,ADP,O
them,PRON,O
by,ADP,O
doing,VERB,O
",",PUNCT,O
not,ADV,O
reading,VERB,O
some,DET,O
“,PUNCT,O
how,ADV,O
to,PART,O
”,PUNCT,O
guide,VERB,O
.,PUNCT,O
##END,###,O
Since,ADP,O
you,PRON,O
still,ADV,O
have,VERB,O
to,PART,O
wait,VERB,O
a,DET,O
couple,NOUN,O
of,ADP,O
weeks,NOUN,O
to,PART,O
demo,VERB,O
this,DET,O
for,ADP,O
yourself,PRON,O
(,PUNCT,O
boo,NOUN,O
),PUNCT,O
",",PUNCT,O
you,PRON,O
can,VERB,O
check,VERB,O
out,PART,O
the,DET,O
video,NOUN,O
below,ADP,O
as,ADP,O
a,DET,O
preview,NOUN,O
:,PUNCT,O
Pacheco,PROPN,U-PPL
says,VERB,O
Shelby.tv,PROPN,U-COM
has,VERB,O
an,DET,O
Android,PROPN,B-PDT
tablet,NOUN,I-PDT
app,NOUN,L-PDT
in,ADP,O
the,DET,O
works,NOUN,O
too,ADV,O
",",PUNCT,O
but,CONJ,O
wo,VERB,O
n’t,ADV,O
comment,VERB,O
on,ADP,O
the,DET,O
timing,NOUN,O
.,PUNCT,O
##END,###,O
They,PRON,O
also,ADV,O
have,VERB,O
a,DET,O
“,PUNCT,O
good,ADJ,O
guess,NOUN,O
”,PUNCT,O
as,ADP,O
to,ADP,O
how,ADV,O
the,DET,O
rumored,ADJ,O
Apple,PROPN,B-PDT
TV,PROPN,L-PDT
set,NOUN,O
will,VERB,O
work,VERB,O
",",PUNCT,O
and,CONJ,O
are,VERB,O
moving,VERB,O
to,PART,O
support,VERB,O
it,PRON,O
",",PUNCT,O
but,CONJ,O
wo,VERB,O
n’t,ADV,O
talk,VERB,O
about,ADP,O
that,ADP,O
either,DET,O
(,PUNCT,O
also,ADV,O
",",PUNCT,O
boo,VERB,O
…,PUNCT,O
or,CONJ,O
maybe,ADV,O
",",PUNCT,O
yay,PRON,O
?,PUNCT,O
),PUNCT,O
##END,###,O
You,PRON,O
can,VERB,O
grab,VERB,O
a,DET,O
copy,NOUN,O
of,ADP,O
Shelby.tv,PROPN,B-PDT
for,ADP,I-PDT
iOS,PROPN,L-PDT
here,ADV,O
on,ADP,O
iTunes,NOUN,U-PDT
.,PUNCT,O
##END,###,O
More,ADJ,O
info,NOUN,O
is,VERB,O
available,ADJ,O
via,ADP,O
Shelby.tv,X,U-COM
’s,NUM,O
blog,NOUN,O
.,PUNCT,O
##END,###,O
Promoboxx,PROPN,U-COM
",",PUNCT,O
a,DET,O
TechStars,PROPN,B-EVT
Boston,PROPN,I-EVT
2011,NUM,L-EVT
company,NOUN,O
focused,VERB,O
on,ADP,O
brand,NOUN,O
-,PUNCT,O
to,ADP,O
-,PUNCT,O
retailer,NOUN,O
marketing,NOUN,O
",",PUNCT,O
has,VERB,O
just,ADV,O
closed,VERB,O
its,ADJ,O
seed,NOUN,O
round,NOUN,O
of,ADP,O
$,SYM,B-MON
"565,000",NUM,L-MON
.,PUNCT,O
##END,###,O
The,DET,O
funding,NOUN,O
comes,VERB,O
from,ADP,O
 ,SPACE,O
individual,ADJ,O
angels,NOUN,O
Dave,PROPN,B-PPL
Balter,PROPN,L-PPL
",",PUNCT,O
Peter,PROPN,B-PPL
Bordes,PROPN,L-PPL
",",PUNCT,O
Adam,PROPN,B-PPL
Berrey,PROPN,L-PPL
",",PUNCT,O
Jean,PROPN,B-PPL
Hammond,PROPN,L-PPL
and,CONJ,O
others,NOUN,O
.,PUNCT,O
##END,###,O
In,ADP,O
addition,NOUN,O
",",PUNCT,O
institutions,NOUN,O
including,VERB,O
SK,PROPN,B-COM
Ventures,PROPN,L-COM
",",PUNCT,O
Brand,PROPN,B-COM
Ventures,PROPN,L-COM
",",PUNCT,O
and,CONJ,O
Launch,PROPN,B-COM
Capital,PROPN,L-COM
have,VERB,O
also,ADV,O
committed,VERB,O
.,PUNCT,O
##END,###,O
The,DET,O
company,NOUN,O
’s,VERB,O
online,ADJ,O
service,NOUN,O
allows,VERB,O
retailers,NOUN,O
to,PART,O
quickly,ADV,O
set,VERB,O
up,PART,O
online,ADJ,O
promotions,NOUN,O
",",PUNCT,O
while,ADP,O
also,ADV,O
allowing,VERB,O
brands,NOUN,O
to,PART,O
set,VERB,O
up,PART,O
promotions,NOUN,O
that,ADJ,O
are,VERB,O
automatically,ADV,O
customized,VERB,O
for,ADP,O
local,ADJ,O
retailers’,NOUN,O
use,NOUN,O
.,PUNCT,O
##END,###,O
Today,NOUN,O
",",PUNCT,O
brands,NOUN,O
spend,VERB,O
nearly,ADV,O
$,SYM,B-MON
30,NUM,I-MON
billion,NUM,L-MON
each,DET,O
year,NOUN,O
supporting,VERB,O
retailers,NOUN,O
with,ADP,O
offline,ADJ,O
materials,NOUN,O
",",PUNCT,O
including,VERB,O
in,ADP,O
-,PUNCT,O
store,NOUN,O
signage,NOUN,O
",",PUNCT,O
yellow,ADJ,O
page,NOUN,O
ads,NOUN,O
and,CONJ,O
newspaper,NOUN,O
ads,NOUN,O
.,PUNCT,O
##END,###,O
But,CONJ,O
almost,ADV,O
none,NOUN,O
of,ADP,O
that,DET,O
marketing,NOUN,O
money,NOUN,O
is,VERB,O
spent,VERB,O
online,ADV,O
",",PUNCT,O
even,ADV,O
though,ADP,O
90%,NOUN,O
of,ADP,O
all,DET,O
products,NOUN,O
are,VERB,O
still,ADV,O
sold,VERB,O
through,ADP,O
physical,ADJ,O
stores,NOUN,O
.,PUNCT,O
##END,###,O
That,DET,O
’s,NOUN,O
where,ADV,O
Promoboxx,PROPN,U-COM
comes,VERB,O
in,PART,O
.,PUNCT,O
##END,###,O
Using,VERB,O
its,ADJ,O
online,ADJ,O
service,NOUN,O
",",PUNCT,O
stores,NOUN,O
can,VERB,O
set,VERB,O
up,PART,O
retail,ADJ,O
promotions,NOUN,O
in,ADP,O
minutes,NOUN,O
",",PUNCT,O
with,ADP,O
sweepstakes,NOUN,O
",",PUNCT,O
coupons,NOUN,O
",",PUNCT,O
giveaways,NOUN,O
and,CONJ,O
other,ADJ,O
promotions,NOUN,O
that,ADJ,O
aim,VERB,O
to,PART,O
drive,VERB,O
foot,NOUN,O
traffic,NOUN,O
to,ADP,O
stores,NOUN,O
.,PUNCT,O
##END,###,O
The,DET,O
online,ADJ,O
dashboard,NOUN,O
allows,VERB,O
retailers,NOUN,O
to,PART,O
publish,VERB,O
those,DET,O
promotions,NOUN,O
anywhere,ADV,O
",",PUNCT,O
including,VERB,O
via,ADP,O
email,NOUN,O
or,CONJ,O
to,ADP,O
social,ADJ,O
networking,NOUN,O
sites,NOUN,O
like,ADP,O
Facebook,PROPN,U-PDT
.,PUNCT,O
##END,###,O
It,PRON,O
also,ADV,O
supports,VERB,O
things,NOUN,O
like,ADP,O
custom,NOUN,O
Facebook,PROPN,U-PDT
tabs,NOUN,O
",",PUNCT,O
and,CONJ,O
Facebook,PROPN,U-PDT
“,PUNCT,O
like,INTJ,O
”,PUNCT,O
requirements,NOUN,O
to,PART,O
collect,VERB,O
leads,NOUN,O
.,PUNCT,O
##END,###,O
On,ADP,O
the,DET,O
backend,NOUN,O
",",PUNCT,O
the,DET,O
service,NOUN,O
offers,VERB,O
a,DET,O
drag,NOUN,O
-,PUNCT,O
and,CONJ,O
-,PUNCT,O
drop,NOUN,O
promo,NOUN,O
builder,NOUN,O
",",PUNCT,O
real,ADJ,O
-,PUNCT,O
time,NOUN,O
conversion,NOUN,O
reports,NOUN,O
",",PUNCT,O
custom,ADJ,O
entry,NOUN,O
form,NOUN,O
creation,NOUN,O
tools,NOUN,O
",",PUNCT,O
data,NOUN,O
exports,NOUN,O
",",PUNCT,O
templated,VERB,O
legal,ADJ,O
contest,NOUN,O
rules,NOUN,O
and,CONJ,O
privacy,NOUN,O
policy,NOUN,O
forms,NOUN,O
",",PUNCT,O
and,CONJ,O
more,ADJ,O
.,PUNCT,O
##END,###,O
Brands,PROPN,O
",",PUNCT,O
on,ADP,O
the,DET,O
other,ADJ,O
hand,NOUN,O
",",PUNCT,O
can,VERB,O
also,ADV,O
use,VERB,O
the,DET,O
service,NOUN,O
to,PART,O
set,VERB,O
up,PART,O
one,NUM,O
promotion,NOUN,O
that,ADJ,O
’s,PROPN,O
automatically,ADV,O
customized,VERB,O
for,ADP,O
an,DET,O
unlimited,ADJ,O
number,NOUN,O
of,ADP,O
retailers,NOUN,O
",",PUNCT,O
using,VERB,O
all,ADJ,O
the,DET,O
same,ADJ,O
tools,NOUN,O
to,PART,O
tap,VERB,O
into,ADP,O
the,DET,O
retailers’,ADJ,O
local,ADJ,O
client,NOUN,O
base,NOUN,O
.,PUNCT,O
 ,SPACE,O
##END,###,O
From,ADP,O
the,DET,O
dashboard,NOUN,O
",",PUNCT,O
the,DET,O
brand,NOUN,O
can,VERB,O
track,VERB,O
the,DET,O
promotion,NOUN,O
impressions,NOUN,O
",",PUNCT,O
leads,NOUN,O
and,CONJ,O
conversion,NOUN,O
rates,NOUN,O
across,ADP,O
all,ADJ,O
the,DET,O
retailers,NOUN,O
involved,VERB,O
.,PUNCT,O
##END,###,O
Promoboxx,PROPN,U-COM
is,VERB,O
 ,SPACE,O
headquartered,VERB,O
 ,SPACE,O
in,ADP,O
Kendal,PROPN,B-GPE
Square,PROPN,L-GPE
",",PUNCT,O
Cambridge,PROPN,U-GPE
",",PUNCT,O
MA,PROPN,U-GPE
",",PUNCT,O
and,CONJ,O
is,VERB,O
now,ADV,O
working,VERB,O
with,ADP,O
brands,NOUN,O
like,ADP,O
Primesport,PROPN,U-COM
",",PUNCT,O
Cat,PROPN,B-COM
Footwear,PROPN,L-COM
",",PUNCT,O
Bates,PROPN,B-COM
Footwear,PROPN,L-COM
",",PUNCT,O
Vertx,PROPN,U-COM
",",PUNCT,O
and,CONJ,O
Mattingly,PROPN,B-COM
Sports,PROPN,L-COM
.,PUNCT,O
##END,###,O
The,DET,O
company,NOUN,O
’s,PART,O
founders,NOUN,O
",",PUNCT,O
Ben,PROPN,B-PPL
Carcio,PROPN,L-PPL
",",PUNCT,O
Sonciary,PROPNB-PPLO
Honnoll,PROPN,L-PPL
",",PUNCT,O
 ,SPACE,O
and,CONJ,O
Dan,PROPN,B-PPL
Koziak,PROPN,L-PPL
",",PUNCT,O
 ,SPACE,O
have,VERB,O
deep,ADJ,O
marketing,NOUN,O
backgrounds,NOUN,O
",",PUNCT,O
allowing,VERB,O
them,PRON,O
to,PART,O
bring,VERB,O
their,ADJ,O
expertise,NOUN,O
to,ADP,O
this,DET,O
new,ADJ,O
company,NOUN,O
.,PUNCT,O
##END,###,O
The,DET,O
holiday,NOUN,O
season,NOUN,O
is,VERB,O
upon,ADP,O
us,PRON,O
",",PUNCT,O
and,CONJ,O
no,DET,O
gift,NOUN,O
keeps,VERB,O
on,PART,O
giving,VERB,O
quite,ADV,O
like,ADP,O
a,DET,O
smartphone,NOUN,O
.,PUNCT,O
##END,###,O
Think,VERB,O
about,ADP,O
it,PRON,O
—,PUNCT,O
there,ADV,O
##END,###,O
’s,PROPN,O
probably,ADV,O
nothing,NOUN,O
in,ADP,O
your,ADJ,O
dear,ADJ,O
friend,NOUN,O
or,CONJ,O
family,NOUN,O
member,NOUN,O
’s,NUM,O
life,NOUN,O
that,ADP,O
he,PRON,O
or,CONJ,O
she,PRON,O
will,VERB,O
use,VERB,O
on,ADP,O
a,DET,O
regular,ADJ,O
basis,NOUN,O
more,ADJ,O
than,ADP,O
their,ADJ,O
trusty,ADJ,O
new,ADJ,O
smartphone,NOUN,O
.,PUNCT,O
##END,###,O
And,CONJ,O
if,ADP,O
you,PRON,O
happen,VERB,O
to,PART,O
be,VERB,O
a,DET,O
super,ADJ,O
controlling,ADJ,O
boyfriend,NOUN,O
or,CONJ,O
girlfriend,NOUN,O
",",PUNCT,O
just,ADV,O
think,VERB,O
of,ADP,O
this,DET,O
spent,VERB,O
cash,NOUN,O
as,ADP,O
the,DET,O
best,ADJ,O
possible,ADJ,O
way,NOUN,O
to,PART,O
keep,VERB,O
dibs,NOUN,O
on,ADP,O
your,ADJ,O
sweetie,NOUN,O
pie,NOUN,O
.,PUNCT,O
##END,###,O
Prices,NOUN,O
range,VERB,O
from,ADP,O
$,SYM,B-MON
50,NUM,L-MON
to,PART,O
a,DET,O
whopping,ADJ,O
$,SYM,B-MON
300,NUM,L-MON
so,ADV,O
there,ADV,O
should,VERB,O
be,VERB,O
something,NOUN,O
here,ADV,O
for,ADP,O
everyone,NOUN,O
.,PUNCT,O
##END,###,O
If,ADP,O
not,ADV,O
",",PUNCT,O
check,VERB,O
out,PART,O
the,DET,O
BlackBerry,PROPN,U-PDT
lineup,NOUN,O
at,ADP,O
your,ADJ,O
nearest,ADJ,O
retailer,NOUN,O
because,ADP,O
you,PRON,O
surely,ADV,O
wo,VERB,O
n’t,ADV,O
see,VERB,O
it,PRON,O
anywhere,ADV,O
here,ADV,O
.,PUNCT,O
##END,###,O
Motorola,PROPN,B-PDT
RAZR,PROPN,L-PDT
##END,###,O
The,DET,O
Droid,PROPN,B-PDT
RAZR,PROPN,L-PDT
currently,ADV,O
takes,VERB,O
the,DET,O
cake,NOUN,O
as,ADP,O
the,DET,O
thinnest,ADJ,O
smartphone,NOUN,O
in,ADP,O
the,DET,O
world,NOUN,O
.,PUNCT,O
Droid,PROPN,O
##END,###,O
If,ADP,O
appearances,NOUN,O
matter,VERB,O
to,ADP,O
your,ADJ,O
loved,ADJ,O
one,NOUN,O
",",PUNCT,O
this,DET,O
is,VERB,O
the,DET,O
phone,NOUN,O
you,PRON,O
should,VERB,O
be,VERB,O
looking,VERB,O
at,ADP,O
.,PUNCT,O
##END,###,O
It,PRON,O
’s,VERB,O
super,ADJ,O
thin,ADJ,O
at,ADP,O
just,ADV,O
7.1,NUM,O
mm,NOUN,O
thick,ADJ,O
",",PUNCT,O
with,ADP,O
heavy,ADJ,O
-,PUNCT,O
duty,NOUN,O
Kevlar,PROPN,U-PDT
fiber,NOUN,O
back,ADV,O
casing,NOUN,O
and,CONJ,O
a,DET,O
unique,ADJ,O
shape,NOUN,O
with,ADP,O
squared,VERB,O
off,PART,O
corners,NOUN,O
.,PUNCT,O
##END,###,O
I,PRON,O
have,VERB,O
yet,ADV,O
to,PART,O
see,VERB,O
any,DET,O
Android,NOUN,U-PDT
-,PUNCT,O
powered,VERB,O
hardware,NOUN,O
differentiate,NOUN,O
itself,PRON,O
as,ADV,O
much,ADV,O
as,ADP,O
the,DET,O
RAZR,PROPN,U-PDT
",",PUNCT,O
but,CONJ,O
under,ADP,O
the,DET,O
hood,NOUN,O
things,NOUN,O
get,VERB,O
even,ADV,O
more,ADV,O
impressive,ADJ,O
.,PUNCT,O
##END,###,O
The,DET,O
phone,NOUN,O
is,VERB,O
powered,VERB,O
by,ADP,O
a,DET,O
dual,ADJ,O
-,PUNCT,O
core,NOUN,O
1.2GHz,ADJ,O
processor,NOUN,O
",",PUNCT,O
runs,VERB,O
Android,PROPN,U-PDT
2.3,NUM,O
Gingerbread,NOUN,U-PDT
and,CONJ,O
packs,VERB,O
support,NOUN,O
for,ADP,O
Verizon,PROPN,U-COM
’s,PROPN,O
4,NUM,O
G,PROPN,O
LTE,PROPN,U-PDT
network,NOUN,O
.,PUNCT,O
##END,###,O
On,ADP,O
the,DET,O
back,NOUN,O
you,PRON,O
’ll,VERB,O
find,VERB,O
an,DET,O
8-megapixel,NUM,O
shooter,NOUN,O
capable,ADJ,O
of,ADP,O
video,NOUN,O
capture,NOUN,O
in,ADP,O
1080p,NOUN,O
along,ADP,O
with,ADP,O
a,DET,O
1.3-megapixel,NUM,O
front,NOUN,O
-,PUNCT,O
facing,VERB,O
cam,NOUN,O
for,ADP,O
video,NOUN,O
chat,NOUN,O
.,PUNCT,O
##END,###,O
Up,ADP,O
front,NOUN,O
you,PRON,O
ca,VERB,O
n’t,ADV,O
help,VERB,O
but,CONJ,O
notice,VERB,O
that,ADP,O
4.3-inch,X,O
540×960,NUM,O
Super,PROPN,O
AMOLED,PROPN,U-PDT
display,NOUN,O
and,CONJ,O
you,PRON,O
’ll,VERB,O
also,ADV,O
find,VERB,O
a,DET,O
number,NOUN,O
of,ADP,O
pretty,ADV,O
sweet,ADJ,O
pre,NOUN,O
-,PUNCT,O
loaded,VERB,O
apps,NOUN,O
out,ADP,O
of,ADP,O
the,DET,O
box,NOUN,O
too,ADV,O
",",PUNCT,O
such,ADJ,O
as,ADP,O
Netflix,PROPN,B-PDT
HD,PROPN,L-PDT
and,CONJ,O
Motorola,PROPN,U-COM
’s,PROPN,O
MOTOCast,PROPN,U_PDT
app,NOUN,O
.,PUNCT,O
##END,###,O
The,DET,O
Droid,PROPN,B-PDT
RAZR,PROPN,L-PDT
will,VERB,O
go,VERB,O
for,ADP,O
$,SYM,B-MON
299,NUM,L-MON
on,ADP,O
-,PUNCT,O
contract,NOUN,O
from,ADP,O
Verizon,PROPN,U-COM
.,PUNCT,O
##END,###,O
Samsung,PROPN,B-PDT
Galaxy,PROPN,I-PDT
S,PROPN,I-PDT
II,PROPN,L-PDT
##END,###,O
The,DET,O
Galaxy,PROPN,B-PDT
S,PROPN,I-PDT
II,PROPN,L-PDT
is,VERB,O
n’t,ADV,O
quite,ADV,O
as,ADV,O
new,ADJ,O
as,ADP,O
some,DET,O
of,ADP,O
the,DET,O
others,NOUN,O
you,PRON,O
’ll,VERB,O
find,VERB,O
here,ADV,O
(,PUNCT,O
launched,VERB,O
in,ADP,O
late,ADJ,O
September,PROPN,U-DAT
),PUNCT,O
",",PUNCT,O
but,CONJ,O
it,PRON,O
’s,NUM,O
probably,ADV,O
one,NUM,O
